job_title,company,job_location,job_summary,today,job_salary,extracted_skills,yearly_salary
reference data analyst,Deutsche Bank,"Jaipur, Rajasthan+1 location","Background in any of the processess under client data / Tax / Instruments / would be beneficial.,Best in class leave policy.,Accident and Term life Insurance.",2022-07-26,Not Disclosed,[],
data analyst - financial analyst,Crowe,"Noida, Uttar Pradesh","Ensure data compatibility and bridge the gap of data and business needs based on GAAP.,General understanding of data tables and ETL techniques.",2022-07-26,Not Disclosed,['etl'],
data analyst,BBS,"Gurgaon, Haryana","Experience in data analysis, including data cleaning/preparation, reporting, modeling.,Daily data analysis in online financial business, including data cleaning…",2022-07-26,Not Disclosed,['data analysis'],
data analytics developer (junior),FENG GROUP,"Mumbai, Maharashtra","Create ad hoc data sets to support specific research projects;,Document data assets, usage recommendations, and known issues;",2022-07-26,Not Disclosed,[],
security analyst,EY,"Thiruvananthapuram, Kerala","Good working knowledge of data analytic methods and tools, including but not limited to Spotfire, and Microsoft Excel.,To qualify for the role you must have:",2022-07-26,Not Disclosed,['excel'],
management trainee / analyst,Escalent,"Noida, Uttar Pradesh","Conduct quantitative (statistical analysis, financial data.,Conduct quantitative (statistical analysis, financial data analysis, etc.).",2022-07-26,Not Disclosed,['data analysis'],
business consultant / data analyst,Zensar Technologies,"Pune, Maharashtra","Interpret large raw data sets; conduct data analysis and audits – high level of excel mastery is required, Strong Analytical skills to help collect, measure,…",2022-07-26,Not Disclosed,"['excel', 'data analysis']",
data analyst,ZM Financial Systems,"Bengaluru, Karnataka","Regularly meet with other data analysts to help with Alteryx issues, and recommend best practices from both a technical and process perspective as related to…",2022-07-26,Not Disclosed,[],
data analyst - bi (flexi model pool),Cacti Global,Remote,"Design conceptual and logical data models and flowcharts Present information using data visualization techniques.,Good data management using Excel.",2022-07-26,Not Disclosed,"['excel', 'data visualization']",
lead analyst internship for freshers,Redlifealert,"Bhopal, Madhya Pradesh","Guide junior analysts on research methods, data analysis, and other related tasks.,Development of Excel sheet data.,Make 40 cold calls daily.",2022-07-26,Not Disclosed,"['excel', 'data analysis']",
"data analyst, trust and safety, adspam",Google,"Hyderabad, Telangana","2 years of experience in data and analytics.,Bachelor's degree in Computer Science, Applied Mathematics, Statistics, Quantitative Social Sciences, or equivalent…",2022-07-26,Not Disclosed,['statistics'],
research analyst - benchmarks-7,FactSet Research Systems,"Hyderabad, Telangana","Interacts with benchmark data provider.,Uses proprietary software to query data.,The Research Analyst is able to integrate Benchmark products and support or fix…",2022-07-26,Not Disclosed,[],
financial data analyst,Moody's,"Bengaluru, Karnataka+1 location","Frequently liaise with associate analysts in order to understand and remediate data issues.,Ensure data consistency and completeness.",2022-07-26,Not Disclosed,[],
sr data management analyst,ZM Financial Systems,"Bengaluru, Karnataka","Experience with data quality, data cleanup, data enrichment, data strategy, customer data integration (CDI), enterprise information management (EIM), and/or…",2022-07-26,Not Disclosed,[],
research analyst,Client of SolutionBox,"Jaipur, Rajasthan","Translate data into meaningful insights and providing data-driven answers to difficult questions.,Assess the effectiveness and accuracy of new data sources and…",2022-07-26,"₹5,00,000 - ₹7,00,000 a year",[],600000.0
supply chain analyst-contractual 2 years,Pearson,India,"Provide support with queries on data anomalies & conduct adhoc analysis as requested.,Assist Senior Demand and Supply Planner for any activity relating to…",2022-07-26,Not Disclosed,[],
data analyst -3,BK Talent Lease Consulting,"Gurgaon, Haryana","BKTC is looking for young and energetic Data Analysts, freshers and experienced for a leading international Consulting firm to join our growing team.",2022-07-26,Not Disclosed,[],
business/data analyst,Applied Research Works,"Kolkata, West Bengal","Identify data issues/risks and provide solutions for improvement.,Handle requests concerning large data volumes on a daily basis, coming both from clients and…",2022-07-26,Not Disclosed,[],
"senior analyst, data analysis",Standard Chartered,"Chennai, Tamil Nadu","To succeed as an MIS analyst, applicants must be proficient with Microsoft Tools, including Excel and PowerPoint, and also possess advanced computer skills for…",2022-07-26,Not Disclosed,['excel'],
senior analyst - global mobility usi strategy and reporting...,Deloitte,"Hyderabad, Telangana","§ Data analysis leveraging multiple data sources and tools including Excel, Salesforce, Tableau, SAP/HRIS.,Follows approach and reporting cycles for collecting…",2022-07-26,Not Disclosed,"['excel', 'tableau', 'data analysis']",
data analyst - data and analytics,Intel,"Hybrid remote in Bengaluru, Karnataka","Develop and promote modern solution/data design approaches that ensure connected data and reusable Data products for business use Ensure business rules, data…",2022-07-26,Not Disclosed,[],
excel analyst,Navtech,"Hyderabad, Telangana","Optimize statistical efficiency and quality by developing and implementing data collection systems and data analytics.,Who Ae We Looking For Exactly?",2022-07-26,Not Disclosed,[],
excel analyst,Navtech,"Hyderabad, Telangana",Optimize statistical efficiency and quality by developing and implementing data collection systems and data analytics.,2022-07-26,Not Disclosed,[],
data analyst,Travel Centric Technology,"Bengaluru, Karnataka","New data collection from internet.,String data mapping skills by joining multiple tables in SQL DB.,Bachelor or Master degree in Science or Information…",2022-07-26,Not Disclosed,['sql'],
data analyst,NovoTree Minds Consulting,"Bengaluru, Karnataka","Successful candidates will be analytical with business acumen, and detail driven with excellent problem solving skillsThe ideal candidate will have a strong…",2022-07-26,Not Disclosed,[],
cyber security analyst,Sagar Infotech,"Delhi, Delhi","Perform data analysis and develop reports.,1+ years of information security experience.,Requires excellent communication skills, especially written.",2022-07-26,"₹30,000 a month",['data analysis'],360000.0
business analyst,Ahana Systems and Solutions,Remote,"Should have experience in designing data models, data marts and exposure to tools like Erwin, Toad Data Modeler or similar tools.",2022-07-26,Not Disclosed,[],
sr data analyst - business analytics,Gartner,"Gurgaon, Haryana","Integrate large volumes of data and connect discrete data points to enable retention analytics.,Solve bugs and data quality issues by proactive collaboration…",2022-07-26,Not Disclosed,[],
data analyst - life & health,Munich Re,"Mumbai, Maharashtra","Provide technical expertise in data storage structures, data mining, data cleansing and process optimization.,Provide quality assurance of imported data.",2022-07-26,Not Disclosed,[],
usi-eh22-ea-cmg-tech coe-pursuits data analyst-a/sa,Deloitte,"Hyderabad, Telangana","Provide analyses and insights to interpret data to help stakeholders in better decision making.,Articulate data issues to the Pursuit Leadership team in a…",2022-07-26,Not Disclosed,[],
data analyst,Dataminerz Innovative Solutions,"Indian Institute of Technology Bombay campus, Mumbai, Maharashtra","Top-deciles data wrangling skills; strength in SQL and Python for data analysis and transformations.,3-7 years of demonstrated success in analytics role…",2022-07-26,"₹11,92,399 a year","['python', 'sql', 'data wrangling', 'data analysis']",1192399.0
data analyst,Zuora,"Chennai, Tamil Nadu","Assist in the ongoing development of technical best practices for data movement, data quality, data cleansing, data security and privacy.",2022-07-26,Not Disclosed,[],
research analyst - product,Xiaomi India,"Bengaluru, Karnataka",Someone who is passionate about both technology and data and strives for addressing business problems through data-driven solutions.,2022-07-26,Not Disclosed,[],
markets data management senior analyst,NatWest Group,"Gurgaon, Haryana+1 location","Acting as a point of contact for static data queries and requests.,You’ll need to have excellent analytical skills, with a structured and methodical approach…",2022-07-26,Not Disclosed,[],
business analyst - remote,Leena AI India Pvt Ltd,"Bengaluru, Karnataka",Drive identification of requirements across business units and identify substandard systems processes through evaluation of real-time data.,2022-07-26,Not Disclosed,[],
senior data processing analyst - report services,NielsenIQ,"Chennai, Tamil Nadu",Need to have analytical ability to investigate issues with the RMS data which is questioned by client as part of Data Inquiry.,2022-07-26,Not Disclosed,[],
analyst - ops risk & compliance - line 1,Commonwealth Bank,"Bengaluru, Karnataka","Ability to think critically and use data driven insights to solve problems.,Contribute to the design and implementation of controls and process maps Contribute…",2022-07-26,Not Disclosed,[],
data analyst,UBS,"Mumbai, Maharashtra","Involvement in various aspects of data analysis: requirement definition, data collection, analysis and visualization.,Have experience with using Ariba P2P tool.",2022-07-26,Not Disclosed,['data analysis'],
data management analyst,Barclays,"Pune, Maharashtra","Support annual attestation activities of critical data flows.,Execute identification and resolution of data lineage issues, supporting the analysis and creation…",2022-07-26,Not Disclosed,[],
"analyst , data change management",Standard Chartered,"Chennai, Tamil Nadu","Familiar with data sourcing, data capture, data transformation and data preparation techniques.,Experience in end to end analytics delivery from data ingestion…",2022-07-26,Not Disclosed,[],
quality and data governance analyst ii,S&P Global,"Gurgaon, Haryana","Design and build metrics to monitor data quality.,Create effective SQL/PLSQL queries for profound data analysis.,SQL and PL-SQL skills - mandatory.",2022-07-26,Not Disclosed,"['sql', 'data analysis']",
capabilities and insights analyst_insurance actuarial scienc...,McKinsey & Company,"Gurgaon, Haryana",You will be based in Gurugram office and work across Asia on client engagements where you will be required to support and/or lead workstreams on client projects…,2022-07-26,Not Disclosed,[],
data analyst lead | connecticut,Photon,"Bengaluru, Karnataka",1 Has worked with Data Project defining Data Visualization Story.,2022-07-26,Not Disclosed,['data visualization'],
ibo business analytics – business & data analyst,Orange Business Services,"Mumbai, Maharashtra","Processing confidential data and information according to guidelines.,Demonstrated experience in handling large data sets and relational databases.",2022-07-26,Not Disclosed,[],
data analytics,E2E Infoware Management Services,"Bengaluru, Karnataka","Data Analytics Platform – Big Data Developer / Spark with Scala Developer / Hadoop Developer Location : Bangalore,Chennai…",2022-07-26,Not Disclosed,"['big data', 'hadoop', 'spark']",
data reporting analyst,Regalix,"Hyderabad, Telangana","Pulling data to develop reports.,Regularly examine data reports to locate and resolve mistakes throughout.,Create business reports that provide insight into key…",2022-07-26,Not Disclosed,[],
data analyst,Open Secret,"Mumbai, Maharashtra","Compile and analyze data related to business' issues.,Use data to analyze and evaluate, transform data and insights into business recommendations, communicate…",2022-07-26,"₹25,000 - ₹35,000 a month",[],360000.0
"liquidity data governance analyst, senior associate",State Street,"Bengaluru, Karnataka","Proactively identify and investigate emerging data issues based on daily data quality analytics checks, liaise with data providers for understanding root-cause…",2022-07-26,Not Disclosed,[],
analyst-gdc,KPMG,"Bengaluru, Karnataka","2 - 5 years of experience in software testing/quality analyst, database and visualization concepts using tools such as Alteryx, Power BI.",2022-07-26,Not Disclosed,['power bi'],
senior data analyst,VIBA PURSUITS PVT LTD,"Hyderabad, Telangana","Experience managing large data sets and analyzing data for actionable insights.,Apply suitable combination of data/analytical skills and domain knowledge, to…",2022-07-26,"₹23,000 a month",[],276000.0
"data analyst, seller growth and retention",ASSPL - Karnataka,"Bengaluru, Karnataka","Understanding of data warehousing, data modeling concept and building new DW tables.,Translate data into actionable insights.,Experience with SQL or ETL.",2022-07-26,Not Disclosed,"['sql', 'etl']",
kx reporting & analytics - analyst,Deloitte,"Bengaluru, Karnataka","1-2 years of experience in data analytics, data strategy, and reporting.,The Analyst, Analytics, is responsible for data cleansing, transformation, processing,…",2022-07-26,Not Disclosed,[],
data tranformation analyst ii,S&P Global,"Gurgaon, Haryana","Automotive data research on the Internet or web services.,Database fulfillment with dedicated technical data for each vehicle.",2022-07-26,Not Disclosed,[],
financial data analyst - esg,Moody's,"Bengaluru, Karnataka",Liaise with analysts in order to understand and report the findings and observations of data needed for analysis and publications.,2022-07-26,Not Disclosed,[],
monitoring & evaluation analyst,CIMMYT,"Patna, Bihar","Landscape Diagnostic Survey (LDS) data management – handling the ODK server of LDS hosted at IASRI, monitoring LDS progress, downloading LDS data, curating data…",2022-07-26,Not Disclosed,[],
senior business analyst,Trane Technologies,"Delhi, Delhi","Lead the research, definition and design of customer facing applications (sales) and Data Analytics.,During execution of project deliverables.",2022-07-26,Not Disclosed,[],
data governance analyst,Crowe,"Noida, Uttar Pradesh",Participate in the application and deployment of data policies and processes and their continued enforcement to include areas such as workflow for data…,2022-07-26,Not Disclosed,[],
sr. data analyst,Grameen Foundation,"Delhi, Delhi","Working knowledge of data mining principles: predictive analytics, cleansing, mapping, collecting data from multiple data systems on premises and cloud – based…",2022-07-26,Not Disclosed,[],
financial data analyst - banking,Moody's Investors Service,"Bengaluru, Karnataka","Create and maintain various documentations and provide guidance to support analysts basis the same.,Our data, analytical solutions and insights help decision…",2022-07-26,Not Disclosed,[],
data analyst for associate & senior associate - cosi team,Apex Group,"Bengaluru, Karnataka","Collect data, clean data, validate data and re-collect if any issue found.,Connect with stakeholders for operational data.",2022-07-26,Not Disclosed,[],
data analyst tableau,Apps Associates,"Gurgaon, Haryana","Minimum of 7 years of professional experience in data analytics or research.,Experience Required: • Minimum of 7 years of professional experience in data…",2022-07-26,Not Disclosed,[],
senior data analyst,ISG Elastomers,"Vasai, Maharashtra","Should be well versed with Reports, Graphs and Excel.",2022-07-26,"₹25,000 - ₹45,000 a month",['excel'],420000.0
python data analyst - coimbatore location,Cognizant,"Chennai, Tamil Nadu","Experience with data analysis tools, such as Jupyter notebooks.,Previous experience working on products involving analysis of big data sets.",2022-07-26,Not Disclosed,"['big data', 'data analysis']",
jr. data analyst,Armorblox,"Bengaluru, Karnataka","As a Junior Data Analyst, you will be responsible for identifying new types of email attacks, validating detections made by our algorithms, updating our machine…",2022-07-26,Not Disclosed,[],
senior analyst - referential data,Société Générale,"Chennai, Tamil Nadu+1 location","Efficient and pro-active email management.,Pro-activeness on email responses & proper justification for aged items.,Contribute to Team Meetings & Agenda points.",2022-07-26,Not Disclosed,[],
ref data mgmt analyst 1 - c09,Citi,"Gurgaon, Haryana","Remediates data in the Corporate Actions system on the basis of accurate analysis and scrubbing of data.,Managing various data remediation work streams Projects…",2022-07-26,Not Disclosed,[],
senior consultant - data analyst,Thoughtworks,"Bengaluru, Karnataka","Ability to identify missing data and recommend new data elements to create appropriate insights.,Expertise and experience with data mining, evaluation, analysis…",2022-07-26,Not Disclosed,[],
data analyst,Vimaan Robotics,"Bengaluru, Karnataka","2-4 years related experience such as data extraction and analytics, data quality, and database relational structures.",2022-07-26,Not Disclosed,[],
data analyst ( aurangabad),MAN Energy Solutions,India,"Perform data analysis on various business data.,Data cleaning, data manipulation on mass data in existing system.,Data cleaning and data manipulation.",2022-07-26,Not Disclosed,['data analysis'],
data analyst,iSageBrum Technologies Pvt Ltd,"Ahmedabad, Gujarat","Compile and analyze data related to business issues.,Develop clear visualizations to convey complicated data in a straightforward fashion.",2022-07-26,"₹10,000 - ₹50,000 a month",[],360000.0
data analyst,Luxoft,"Pune, Maharashtra","Ability to model data, gather required data.,Understand optimization of data sources e.g. consolidation of multiple data sources into one scalable solution.",2022-07-26,Not Disclosed,[],
data analyst / data scientist,CoffeeBeans Consulting,"Bengaluru, Karnataka",Identify new internal and external data sources to support analytics initiatives and work with appropriate partners to absorb the data into new or existing data…,2022-07-26,Not Disclosed,[],
analyst – employee data management,PhonePe,"Bengaluru, Karnataka","High process orientation and data management skills.,Conduct data quality audits across People Operations processes.",2022-07-26,Not Disclosed,[],
business analyst | ba-42,Blockseed,"Indore, Madhya Pradesh","You will be required to fill 3 Forms Followed by an assignment and then 2 Phone Interviews.,You would have to work 2-4 hours on the weekends as the clients are…",2022-07-26,"₹3,00,000 - ₹5,00,000 a year",[],400000.0
data analysis and steering,BK Talent Lease Consulting,"New Delhi, Delhi","Experience in data & number crunching and analyzing & presenting the data in desired formats.,Experience in quantitative analysis, research, data mining,…",2022-07-26,Not Disclosed,[],
data analysis and steering,BK Talent Lease Consulting,"New Delhi, Delhi","Experience in data & number crunching and analyzing & presenting the data in desired formats.,Experience in quantitative analysis, research, data mining,…",2022-07-26,Not Disclosed,[],
data analyst/senior data analyst,Maersk,"Pune, Maharashtra","Develop reports and establish self-service reporting capability.,Convert existing manual reports to an automated, sustainable, and scalable platform such as…",2022-07-26,Not Disclosed,[],
business analyst,DuckTale IT Services Pvt Ltd,"Sahibzada Ajit Singh Nagar, Punjab","Business analyst: 1 year (Preferred).,Collecting data from the clients.,Identify and reconcile errors in client data to ensure accurate business requirements.",2022-07-26,"₹20,000 - ₹50,000 a month",[],420000.0
analyst (risk and control),Morgan Stanley,"Mumbai, Maharashtra+1 location","Analyze data to identify key risk trends to be escalated to management.,Identify, log, and assist in resolving data gaps and issues with our IT partners.",2022-07-26,Not Disclosed,[],
data assurance transparency_data analytics_senior associate,PwC,"Kolkata, West Bengal","In joining, you’ll focus on data strategies and analytical modelling, systems assessment, dashboard development, and developing tools for continuous data…",2022-07-26,Not Disclosed,[],
pdm data analyst,Schneider Electric,"Bengaluru, Karnataka","Provide operational support to data migration projects to analyze and cleanse the legacy data, then prepare it for import into corporate IT platforms.",2022-07-26,Not Disclosed,[],
data analyst,CreditAccess Grameen,"Bengaluru, Karnataka","Meet ad-hoc data/customized reporting requirement as and when sought.,Conduct analysis using available internal and external data; come up with actionable…",2022-07-26,Not Disclosed,[],
data analyst (onsite – europe),Squalas,"Hyderabad, Telangana","Preferable : Must have, at least medior level.,Power BI, SQL, Tableau, Periscope, PostgreSQL, BigQuery, Pandas, Data prep.",2022-07-26,Not Disclosed,"['sql', 'power bi', 'tableau', 'pandas']",
data analyst - 7129,ION,"Noida, Uttar Pradesh",Enriching the data with efficient data collection mechanism and build data ware house to query the historical data.,2022-07-26,Not Disclosed,[],
associate data analyst,WebMD,"Navi Mumbai, Maharashtra","Bachelor’s degree in data analytical fields or at least 4 years additional experience in data analytics.,Microsoft Excel (including pivots, formulas, and macros…",2022-07-26,Not Disclosed,['excel'],
business analyst / data analyst,IBST Private Limited,"Bengaluru, Karnataka+3 locations","Should have at least 7 years’ experience working as a Business Analyst / Data Analyst.,Presentation Skills - Microsoft Excel, MS - Word ; PPT.",2022-07-26,Not Disclosed,['excel'],
data analyst,Apps Associates,"Gurgaon, Haryana","Conduct data assessment, perform data quality checks and transform data using SQL and ETL tools.,Role: Data Analyst Location: Gurgaon Experience: 3-6 years…",2022-07-26,Not Disclosed,"['sql', 'etl']",
business analyst ( mandatory 3 to 4yrs experience required ),TGS the global skills,"Gurgaon, Haryana","Business analyst: 4 years (Preferred).,Data analytics • Support the VP in identifying and resourcing the right talent to build an optimal Technology and data…",2022-07-26,"₹9,00,000 a year",[],900000.0
senior data migration analyst,Q2ebanking,"Bengaluru, Karnataka","TBU TBU At Q2, our goal is to be a diverse and inclusive workforce that fosters mutual respect for our employees and the communities we serve. Q2 is an…",2022-07-26,Not Disclosed,[],
data analyst,DS Smith,Temporarily Delhi,Input into designing the Data Warehouse used to support the reporting needs Analysis of data and creating exec summaries of a data set.,2022-07-26,Not Disclosed,[],
business data analyst,mPower Software Services,"Bengaluru, Karnataka",Instilling a company wide-culture of data-first decision making and driving continuous data quality best practices.,2022-07-26,Not Disclosed,[],
order management & procurement data analyst,Motorola Solutions,"Bengaluru, Karnataka","Experience in delivery data analytical reporting and bringing data to life through enhanced data visualization and reporting capabilities,.",2022-07-26,Not Disclosed,['data visualization'],
market research analyst,NPPD CARE,"Temporarily Bhubaneshwar, Orissa","Job type: Remote ( Work From Home).,After 2 monthsof training, there will be evaluation and hiring.,Do you have basic idea on Data Analysis concepts ?",2022-07-26,"₹3,000 a month",['data analysis'],36000.0
data analyst,PlusWealth Capital Management,"Gurgaon, Haryana","Using cutting edge statistical and machine learning techniques to identify opportunities from terabytes of data.,Knowledge of Python or Perl is a plus.",2022-07-26,Not Disclosed,"['python', 'machine learning']",
data management and delivery analyst 1,JLL,"Bengaluru, Karnataka","Performs data discovery to understand data values and relationships in new data sources.,The Data Management Analyst achieves this through data discovery &…",2022-07-26,Not Disclosed,[],
data engineer: business intelligence,IBM,"Bengaluru, Karnataka+2 locations","Performing and documenting data analysis, data validation, and data mapping/design.,Creating tools to store data within the organization.",2022-07-26,Not Disclosed,['data analysis'],
data analyst- growth,Skill-Lync,Remote,"2+ years of experience as a data analyst.,We are looking for a data analyst who can organize the huge amounts of marketing data available into actionable…",2022-07-26,Not Disclosed,[],
data analyst | 5 to 7 years | mumbai,Capgemini,"Mumbai, Maharashtra","Ensure all assets (i.e., images, video, PDF, InDesign files etc.).,Are uploaded, managed, and maintained in Global Marketing Databases for the client.",2022-07-26,Not Disclosed,[],
"data analyst, india",Criteo,Remote,"You will turn business requests into data problems and tackle them in a scalable and efficient way, working together with analyst teams across the APAC region.",2022-07-26,Not Disclosed,[],
rpa business analyst,Tech Mahindra Business Services Limited,"Chennai, Tamil Nadu","Presenting data, sharing analysis and getting concurrence from stakeholders on actions (for.,RPA Business Analyst experience preferably into Telecom domain.",2022-07-26,Not Disclosed,[],
data and analytics - crl 2.0 data science,EY,"Bengaluru, Karnataka","5 - 8 years of experience.,Should have had hands on experience in ML/ Advanced Analytics.,Hands on AI projects would be preferred.,Expert in Python/R coding.",2022-07-26,Not Disclosed,"['python', 'r']",
business management analyst,EY,"Bengaluru, Karnataka+1 location","Very good working knowledge of MS Excel and MS PowerPoint, including data analysis features of Excel.,Business Management Analyst for business management…",2022-07-26,Not Disclosed,"['excel', 'data analysis']",
business analyst,CareerLabs,"Bengaluru, Karnataka","The business analyst will be responsible for working with business stakeholders in identifying business processes, collecting and documenting information,…",2022-07-26,"₹6,00,000 a year",[],600000.0
operations data analyst,Alkegen,"Pune, Maharashtra","Identify and support implementation of automated digital methods of capturing and displaying line data and plant data, as well as populating data lakes.",2022-07-26,Not Disclosed,[],
data visualisation analyst,Pulsus Group,"Hyderabad, Telangana","Experience with large data sets, ability to write/execute SQL queries to extract, review and understand; Experience with reporting, data management, or data…",2022-07-26,Not Disclosed,['sql'],
data analyst,VELLOM INFOTECH,"Jalandhar, Punjab","*Keeping a track of all the orders coming from the website on a daily basis.*.,*Taking approvals from the customers for the orders before sending it to the…",2022-07-26,Not Disclosed,[],
data analyst,Logicsoft International,"New Delhi, Delhi","Developing and maintaining databases, data systems – reorganizing data in a readable format.,Performing analysis to assess quality and meaning of data.",2022-07-26,Not Disclosed,[],
logistics transportation analyst and it expert,Bosch Group,"Bengaluru, Karnataka","Refine the digitization strategy & lead value extraction from existing execution.,Drive digital transformation in Transportation and Warehousing.",2022-07-26,Not Disclosed,[],
senior analyst,Arthur J. Gallagher,"Bengaluru, Karnataka","Familiar with extraction of relevant data, cleanse and transform data into insights that drive business value, through use of data analytics, data visualization…",2022-07-26,"₹3,00,000 - ₹9,00,000 a year",['data visualization'],600000.0
digital forensics analyst (junior),FENG GROUP,"Chennai, Tamil Nadu+1 location","Assist seniors in highly sensitive or confidential data or images;,The ability to identify patterns or trends across large amounts of data.",2022-07-26,Not Disclosed,[],
fcso data quality analyst,Standard Chartered,"Bengaluru, Karnataka",Data Quality (DQ) Analysts are responsible for ensuring the overall health of the data ecosystem and the quality of data per bank’s data quality management…,2022-07-26,Not Disclosed,[],
"product analyst, data science, engineering",Google,"Bengaluru, Karnataka","You will weave stories with meaningful insight from data.,You will work to effectively turn business questions into data analysis, and provide meaningful…",2022-07-26,Not Disclosed,['data analysis'],
data analyst,Cityinfo Services,"Bengaluru, Karnataka","Execute processes to monitor data governance policies and procedures to ensure data integrity and privacy, establish consistent data definitions, and monitor…",2022-07-26,Not Disclosed,[],
data governance analyst,Principal Global Services,"Hyderabad, Telangana","Knowledge of data governance, data quality, and data stewardship best practices.,Consult with key stakeholders, business data owners, and data stewards to:…",2022-07-26,Not Disclosed,[],
business analyst,Milkyway Infotech Pvt. Ltd.,"Noida, Uttar Pradesh","Experience in analysing data to draw business-relevant conclusions and in data visualization techniques and tools.,A degree in IT / Computer Science.",2022-07-26,"₹25,000 - ₹30,000 a month",['data visualization'],330000.0
data privacy analyst,Flex,"Pune, Maharashtra","You will engage with external current or potential Suppliers for performing data protection impact assessments of solutions which hold personal data, verifies…",2022-07-26,Not Disclosed,[],
operate services - data analytics - associate 2 - bangalore,PwC,"Bengaluru, Karnataka+1 location","Our data analysts are integral to our recent growth and success within our data management & engineering division.,Identifying patterns and trends in datasets.",2022-07-26,Not Disclosed,[],
data analyst,Falcon Smart IT,"Chennai, Tamil Nadu","Job Type : Fixed term contract.,Advanced excel and macros.,Data Analysis - mainly ERP download reports in inventory.",2022-07-26,Not Disclosed,"['excel', 'data analysis']",
arcgis data modeler-analyst/consultant-hyderabad/bengaluru/m...,Deloitte,"Bengaluru, Karnataka","We are committed to helping our clients work with newly empowered customers, hyper-connected digital ecosystems, and expansion in data.",2022-07-26,Not Disclosed,[],
data insights analyst,The Economist Newspaper Limited,"Gurgaon, Haryana","Experience working with data from multiple data systems and databases.,Ability to examine data critically to extract meaningful insights.",2022-07-26,Not Disclosed,[],
data analyst,Mantras2Success consultants,"Mumbai, Maharashtra","Experience delivering reporting, database, data integration and cube solutions.,Experience of database design or integration experience with SQL Server…",2022-07-26,"₹10,00,000 - ₹15,00,000 a year",['sql'],1250000.0
business analyst oracle,Excellence and Eminence LLP,"Bengaluru, Karnataka","Partner with project managers and other business analysts to review and understand business requirements, recommend solutions, and provide level of effort…",2022-07-26,"₹17,50,000 a year",[],1750000.0
intern data analyst,AIMLEAP Full-Stack Techies,"Bengaluru, Karnataka"," Working with delivery team in data management, data enrichment, web data mining/scraping (python), basic understanding of SQL and automation.",2022-07-26,Not Disclosed,"['python', 'sql']",
global data analyst,Lloyd's Register Group,"Mumbai, Maharashtra","The global data analyst provides the local and area teams with analysis, insight and support with all type of data queries.",2022-07-26,Not Disclosed,[],
lead data governance analyst,Barclays,"Pune, Maharashtra","Support data quality issue & measures related activity in partnership with domain data.,Support data governance and quality assurance activities.",2022-07-26,Not Disclosed,[],
business analyst,ART OF LIVING HUMAN RESOURCES,"Bengaluru, Karnataka","Develop high level data models and process flows.,Should understand the business objective, validate all the requirements of the.",2022-07-26,"₹4,00,000 - ₹5,50,000 a year",[],475000.0
risk assurance_data analytics_senior associate_bangalore (re...,PwC,"Bengaluru, Karnataka","In joining, you’ll focus on data strategies and analytical modelling, systems assessment, dashboard development, and developing tools for continuous data…",2022-07-26,Not Disclosed,[],
pricing analyst,Global Electronics,"Pune, Maharashtra","Strong verbal/written communication and data presentation skills.,.Strong on diving deep to understand data nuances.,Track record for being detail-oriented.",2022-07-26,"₹2,54,995 - ₹5,30,481 a year",[],392738.0
power bi developer,TheMaverics Technologies,"Mumbai, Maharashtra","Connecting to data sources, importing data, and transforming data for Business Intelligence.,Expertise in using advance level calculations on the data set.",2022-07-26,"₹2,50,000 - ₹4,00,000 a year",[],325000.0
"senior auditor, data analytics",NatWest Group,"Gurgaon, Haryana","The ability to assess and prioritise data effectively.,You must be able to demonstrate strong problem-solving skills and we’ll look to you to have an eye for…",2022-07-26,Not Disclosed,[],
senior data analyst,Postman,Temporarily Remote,"You have a knack for helping people make data driven decisions.,Work closely with Data Engineering and partner teams to author and develop core data sets,…",2022-07-26,Not Disclosed,[],
data analyst,IronList,"Ahmedabad, Gujarat","Acquire data from primary or secondary data sources and maintain databases/data systems.,Technical expertise regarding data models, database design development,…",2022-07-26,Not Disclosed,[],
sr. data analyst,eTeam InfoServices Pvt. Ltd,"Pune, Maharashtra","Job Types: Full-time, Contractual / Temporary.",2022-07-26,"₹4,00,000 - ₹6,00,000 a year",[],500000.0
senior data analyst,AIMLEAP,India,"Hands-on experience in leading delivery teams in data cleaning, data management, data enrichment, data transformation.,Employment Type: Permanent/Full time.",2022-07-26,"₹3,00,000 - ₹5,00,000 a year",[],400000.0
business analyst,PlaySimple Games,"Bengaluru, Karnataka","Excellent SQL skills: extensive experience querying large, complex data sets.,Will answer business-related questions through exploratory data analyses and ad…",2022-07-26,Not Disclosed,['sql'],
equity analyst,Value Research India,"Noida, Uttar Pradesh","Must have an aptitude for data analysis and basic knowledge of Excel.,Spot and write analysis-driven or topical articles on Indian markets, industries and…",2022-07-26,Not Disclosed,"['excel', 'data analysis']",
data insights analyst,Clearstate Pte. Ltd,"Gurgaon, Haryana","Experience working with data from multiple data systems and databases.,Ability to examine data critically to extract meaningful insights.",2022-07-26,Not Disclosed,[],
advisory-consulting-data analytics-associate 2-bangalore,PwC,"Bengaluru, Karnataka+1 location","Handle, manipulate and analyse data and information responsibly.,Invite and give in the moment feedback in a constructive manner.",2022-07-26,Not Disclosed,[],
data engineer / data analyst,Adglobal360 India,"Gurgaon, Haryana","Work with data and analytics experts to strive for greater functionality in our data systems.,Drive KPI using the data.",2022-07-26,Not Disclosed,[],
